frame_index,frequency,threshold
0,3562.5,-5.182661194511489
0,3609.375,-5.196365699306781
0,3656.25,-5.2097535378561
0,3703.125,-5.222835948114754
0,3750.0,-5.235623633560218
0,3796.875,-5.248126794904536
0,3843.75,-5.260355159560859
0,3890.625,-5.272318009048365
0,3937.5,-5.284024204502641
0,3984.375,-5.295482210443288
0,4031.25,-5.306700116936688
0,4078.125,-5.317685660279544
0,4125.0,-5.328446242317607
0,4171.875,-5.3389889485039985
0,4218.75,-5.3493205647924595
0,4265.625,-5.359447593452691
0,4312.5,-5.369376267887541
0,4359.375,-5.379112566525099
0,4406.25,-5.388662225852696
0,4453.125,-5.398030752654297
0,4500.0,-5.40722343550777
0,4546.875,-5.416245355593969
0,4593.75,-5.425101396865436
0,4640.625,-5.433796255618756
0,4687.5,-5.442334449511142
0,4734.375,-5.450720326058731
0,4781.25,-5.458958070651151
0,4828.125,-5.467051714114348
0,4875.0,-5.475005139851223
0,4921.875,-5.48282209058746
0,4968.75,-5.490506174747882
0,5015.625,-5.498060872486853
0,5062.5,-5.505489541394522
0,5109.375,-5.512795421899142
0,5156.25,-5.519981642384287
0,5203.125,-5.527051224038432
0,5250.0,-5.534007085453177
0,5296.875,-5.540852046985229
0,5343.75,-5.547588834896277
0,5390.625,-5.554220085283882
0,5437.5,-5.5607483478156565
0,5484.375,-5.56717608927816
0,5531.25,-5.573505696951223
0,5578.125,-5.579739481817654
0,5625.0,-5.585879681617693
0,5671.875,-5.59192846375692
0,5718.75,-5.59788792807581
0,5765.625,-5.603760109488585
0,5812.5,-5.609546980498528
0,5859.375,-5.615250453596502
0,5906.25,-5.620872383548966
0,5953.125,-5.626414569581415
0,6000.0,-5.631878757462812
0,6046.875,-5.637266641496216
0,6093.75,-5.642579866420543
0,6140.625,-5.64782002922805
0,6187.5,-5.652988680901904
0,6234.375,-5.658087328077922
0,6281.25,-5.663117434634325
0,6328.125,-5.668080423213141
0,6375.0,-5.672977676676684
0,6421.875,-5.677810539502319
0,6468.75,-5.682580319118566
0,6515.625,-5.68728828718541
0,6562.5,-5.691935680821536
0,6609.375,-5.696523703781043
0,6656.25,-5.7010535275820615
0,6703.125,-5.705526292589561
0,6750.0,-5.709943109054517
0,6796.875,-5.714305058111479
0,6843.75,-5.718613192736485
0,6890.625,-5.722868538667152
0,6937.5,-5.727072095286687
0,6984.375,-5.731224836473459
0,7031.25,-5.735327711417706
0,7078.125,-5.739381645406844
0,7125.0,-5.743387540580795
0,7171.875,-5.747346276658656
0,7218.75,-5.751258711637995
0,7265.625,-5.755125682467946
0,7312.5,-5.758948005697279
0,7359.375,-5.7627264780985
0,7406.25,-5.766461877269035
0,7453.125,-5.770154962210463
0,7500.0,-5.773806473886747
0,7546.875,-5.777417135762335
0,7593.75,-5.780987654320988
0,7640.625,-5.78451871956613
0,7687.5,-5.788011005503499
0,7734.375,-5.791465170606818
0,7781.25,-5.7948818582671855
0,7828.125,-5.798261697226847
0,7875.0,-5.801605301997987
0,7921.875,-5.804913273267134
0,7968.75,-5.80818619828577
0,8015.625,-5.811424651247668
0,8062.5,-5.814629193653509
0,8109.375,-5.817800374663272
0,8156.25,-5.820938731436853
0,8203.125,-5.824044789463407
0,8250.0,-5.82711906287982
0,8296.875,-5.830162054778744
0,8343.75,-5.833174257506583
0,8390.625,-5.836156152951829
0,8437.5,-5.83910821282409
0,8484.375,-5.842030898924182
0,8531.25,-5.844924663405599
0,8578.125,-5.847789949027699
0,8625.0,-5.850627189400905
0,8671.875,-5.853436809224208
0,8718.75,-5.856219224515266
0,8765.625,-5.858974842833359
0,8812.5,-5.861704063495463
0,8859.375,-5.864407277785691
0,8906.25,-5.867084869158336
0,8953.125,-5.869737213434742
0,9000.0,-5.8723646789942325
0,9046.875,-5.874967626959289
0,9093.75,-5.877546411375198
0,9140.625,-5.880101379384346
0,9187.5,-5.882632871395358
0,9234.375,-5.885141221247254
0,9281.25,-5.8876267563687925
0,9328.125,-5.890089797933165
0,9375.0,-5.892530661008207
0,9421.875,-5.894949654702275
0,9468.75,-5.897347082305919
0,9515.625,-5.899723241429523
0,9562.5,-5.902078424137018
0,9609.375,-5.904412917075814
0,9656.25,-5.9067270016030715
0,9703.125,-5.909020953908436
0,9750.0,-5.911295045133342
0,9796.875,-5.913549541487012
0,9843.75,-5.915784704359246
0,9890.625,-5.918000790430107
0,9937.5,-5.920198051776613
0,9984.375,-5.922376735976511
0,10031.25,-5.9245370862092415
0,10078.125,-5.9266793413541885
0,10125.0,-5.92880373608627
0,10171.875,-5.93091050096899
0,10218.75,-5.932999862545001
0,10265.625,-5.935072043424281
0,10312.5,-5.937127262369967
0,10359.375,-5.939165734381952
0,10406.25,-5.941187670778285
0,10453.125,-5.943193279274457
0,10500.0,-5.945182764060637
0,10546.875,-5.947156325876908
0,10593.75,-5.9491141620865795
0,10640.625,-5.95105646674762
0,10687.5,-5.952983430682272
0,10734.375,-5.954895241544911
0,10781.25,-5.95679208388818
0,10828.125,-5.9586741392274725
0,10875.0,-5.9605415861037985
0,10921.875,-5.962394600145086
0,10968.75,-5.964233354125961
0,11015.625,-5.966058018026054
0,11062.5,-5.967868759086873
0,11109.375,-5.969665741867277
0,11156.25,-5.9714491282976105
0,11203.125,-5.973219077732509
0,11250.0,-5.855896655442184
0,11296.875,-5.579827226081351
0,11343.75,-5.309556440306514
0,11390.625,-5.045037910129759
0,11437.5,-4.786224118070985
0,11484.375,-4.533066397087996
0,11531.25,-4.285514914142064
0,11578.125,-4.043518657594207
0,11625.0,-3.8070254286038097
0,11671.875,-3.5759818366804073
0,11718.75,-3.3503332995102895
0,11765.625,-3.1300240471575833
0,11812.5,-2.914997130705032
0,11859.375,-2.7051944353748905
0,11906.25,-2.500556698138265
0,11953.125,-2.3010235297887025
0,-12000.0,-2.1065334414274997
0,-11953.125,-2.3010235297887025
0,-11906.25,-2.500556698138265
0,-11859.375,-2.7051944353748905
0,-11812.5,-2.914997130705032
0,-11765.625,-3.1300240471575833
0,-11718.75,-3.3503332995102895
0,-11671.875,-3.5759818366804073
0,-11625.0,-3.8070254286038097
0,-11578.125,-4.043518657594207
0,-11531.25,-4.285514914142064
0,-11484.375,-4.533066397087996
0,-11437.5,-4.786224118070985
0,-11390.625,-5.045037910129759
0,-11343.75,-5.309556440306514
0,-11296.875,-5.579827226081351
0,-11250.0,-5.855896655442184
0,-11203.125,-5.973219077732509
0,-11156.25,-5.9714491282976105
0,-11109.375,-5.969665741867277
0,-11062.5,-5.967868759086873
0,-11015.625,-5.966058018026054
0,-10968.75,-5.964233354125961
0,-10921.875,-5.962394600145086
0,-10875.0,-5.9605415861037985
0,-10828.125,-5.9586741392274725
0,-10781.25,-5.95679208388818
0,-10734.375,-5.954895241544911
0,-10687.5,-5.952983430682272
0,-10640.625,-5.95105646674762
0,-10593.75,-5.9491141620865795
0,-10546.875,-5.947156325876908
0,-10500.0,-5.945182764060637
0,-10453.125,-5.943193279274457
0,-10406.25,-5.941187670778285
0,-10359.375,-5.939165734381952
0,-10312.5,-5.937127262369967
0,-10265.625,-5.935072043424281
0,-10218.75,-5.932999862545001
0,-10171.875,-5.93091050096899
0,-10125.0,-5.92880373608627
0,-10078.125,-5.9266793413541885
0,-10031.25,-5.9245370862092415
0,-9984.375,-5.922376735976511
0,-9937.5,-5.920198051776613
0,-9890.625,-5.918000790430107
0,-9843.75,-5.915784704359246
0,-9796.875,-5.913549541487012
0,-9750.0,-5.911295045133342
0,-9703.125,-5.909020953908436
0,-9656.25,-5.9067270016030715
0,-9609.375,-5.904412917075814
0,-9562.5,-5.902078424137018
0,-9515.625,-5.899723241429523
0,-9468.75,-5.897347082305919
0,-9421.875,-5.894949654702275
0,-9375.0,-5.892530661008207
0,-9328.125,-5.890089797933165
0,-9281.25,-5.8876267563687925
0,-9234.375,-5.885141221247254
0,-9187.5,-5.882632871395358
0,-9140.625,-5.880101379384346
0,-9093.75,-5.877546411375198
0,-9046.875,-5.874967626959289
0,-9000.0,-5.8723646789942325
0,-8953.125,-5.869737213434742
0,-8906.25,-5.867084869158336
0,-8859.375,-5.864407277785691
0,-8812.5,-5.861704063495463
0,-8765.625,-5.858974842833359
0,-8718.75,-5.856219224515266
0,-8671.875,-5.853436809224208
0,-8625.0,-5.850627189400905
0,-8578.125,-5.847789949027699
0,-8531.25,-5.844924663405599
0,-8484.375,-5.842030898924182
0,-8437.5,-5.83910821282409
0,-8390.625,-5.836156152951829
0,-8343.75,-5.833174257506583
0,-8296.875,-5.830162054778744
0,-8250.0,-5.82711906287982
0,-8203.125,-5.824044789463407
0,-8156.25,-5.820938731436853
0,-8109.375,-5.817800374663272
0,-8062.5,-5.814629193653509
0,-8015.625,-5.811424651247668
0,-7968.75,-5.80818619828577
0,-7921.875,-5.804913273267134
0,-7875.0,-5.801605301997987
0,-7828.125,-5.798261697226847
0,-7781.25,-5.7948818582671855
0,-7734.375,-5.791465170606818
0,-7687.5,-5.788011005503499
0,-7640.625,-5.78451871956613
0,-7593.75,-5.780987654320988
0,-7546.875,-5.777417135762335
0,-7500.0,-5.773806473886747
0,-7453.125,-5.770154962210463
0,-7406.25,-5.766461877269035
0,-7359.375,-5.7627264780985
0,-7312.5,-5.758948005697279
0,-7265.625,-5.755125682467946
0,-7218.75,-5.751258711637995
0,-7171.875,-5.747346276658656
0,-7125.0,-5.743387540580795
0,-7078.125,-5.739381645406844
0,-7031.25,-5.735327711417706
0,-6984.375,-5.731224836473459
0,-6937.5,-5.727072095286687
0,-6890.625,-5.722868538667152
0,-6843.75,-5.718613192736485
0,-6796.875,-5.714305058111479
0,-6750.0,-5.709943109054517
0,-6703.125,-5.705526292589561
0,-6656.25,-5.7010535275820615
0,-6609.375,-5.696523703781043
0,-6562.5,-5.691935680821536
0,-6515.625,-5.68728828718541
0,-6468.75,-5.682580319118566
0,-6421.875,-5.677810539502319
0,-6375.0,-5.672977676676684
0,-6328.125,-5.668080423213141
0,-6281.25,-5.663117434634325
0,-6234.375,-5.658087328077922
0,-6187.5,-5.652988680901904
0,-6140.625,-5.64782002922805
0,-6093.75,-5.642579866420543
0,-6046.875,-5.637266641496216
0,-6000.0,-5.631878757462812
0,-5953.125,-5.626414569581415
0,-5906.25,-5.620872383548966
0,-5859.375,-5.615250453596502
0,-5812.5,-5.609546980498528
0,-5765.625,-5.603760109488585
0,-5718.75,-5.59788792807581
0,-5671.875,-5.59192846375692
0,-5625.0,-5.585879681617693
0,-5578.125,-5.579739481817654
0,-5531.25,-5.573505696951223
0,-5484.375,-5.56717608927816
0,-5437.5,-5.5607483478156565
0,-5390.625,-5.554220085283882
0,-5343.75,-5.547588834896277
0,-5296.875,-5.540852046985229
0,-5250.0,-5.534007085453177
0,-5203.125,-5.527051224038432
0,-5156.25,-5.519981642384287
0,-5109.375,-5.512795421899142
0,-5062.5,-5.505489541394522
0,-5015.625,-5.498060872486853
0,-4968.75,-5.490506174747882
0,-4921.875,-5.48282209058746
0,-4875.0,-5.475005139851223
0,-4828.125,-5.467051714114348
0,-4781.25,-5.458958070651151
0,-4734.375,-5.450720326058731
0,-4687.5,-5.442334449511142
0,-4640.625,-5.433796255618756
0,-4593.75,-5.425101396865436
0,-4546.875,-5.416245355593969
0,-4500.0,-5.40722343550777
0,-4453.125,-5.398030752654297
0,-4406.25,-5.388662225852696
0,-4359.375,-5.379112566525099
0,-4312.5,-5.369376267887541
0,-4265.625,-5.359447593452691
0,-4218.75,-5.3493205647924595
0,-4171.875,-5.3389889485039985
0,-4125.0,-5.328446242317607
0,-4078.125,-5.317685660279544
0,-4031.25,-5.306700116936688
0,-3984.375,-5.295482210443288
0,-3937.5,-5.284024204502641
0,-3890.625,-5.272318009048365
0,-3843.75,-5.260355159560859
0,-3796.875,-5.248126794904536
0,-3750.0,-5.235623633560218
0,-3703.125,-5.222835948114754
0,-3656.25,-5.2097535378561
0,-3609.375,-5.196365699306781
0,-3562.5,-5.182661194511489
0,-3515.625,-5.168628216875495
0,-3468.75,-5.154254354329064
0,-3421.875,-5.139526549569174
0,-3375.0,-5.124431057102851
0,-3328.125,-5.108953396786225
0,-3281.25,-5.093078303519379
0,-3234.375,-5.076789672718659
0,-3187.5,-5.0600705011448355
0,-3140.625,-5.042902822616412
0,-3093.75,-5.025267638081919
0,-3046.875,-5.0071448394619305
0,-3000.0,-4.988513126599839
0,-2953.125,-4.9693499165787465
0,-2906.25,-4.949631244568517
0,-2859.375,-4.9293316552603255
0,-2812.5,-4.908424083823701
0,-2765.625,-4.886879725180474
0,-2718.75,-4.864667890228208
0,-2671.875,-4.841755847458871
0,-2625.0,-4.818108648202397
0,-2578.125,-4.793688933474197
0,-2531.25,-4.768456720114228
0,-2484.375,-4.742369163565618
0,-2437.5,-4.7153802942437
0,-2390.625,-4.68744072398095
0,-2343.75,-4.658497318486038
0,-2296.875,-4.628492831109977
0,-2250.0,-4.597365492448972
0,-2203.125,-4.565048549407607
0,-2156.25,-4.5314697462670654
0,-2109.375,-4.496550739013619
0,-2062.5,-4.460206432635805
0,-2015.625,-4.422344229236069
0,-1968.75,-4.382863172550644
0,-1921.875,-4.341652971737145
0,-1875.0,-4.298592883955083
0,-1828.125,-4.253550431179592
0,-1781.25,-4.206379921660268
0,-1734.375,-4.156920740215719
0,-1687.5,-4.104995363816466
0,-1640.625,-4.050407049230513
0,-1593.75,-3.992937127329862
0,-1546.875,-3.9323418232423824
0,-1500.0,-3.8683485018935846
0,-1453.125,-3.8006512132848234
0,-1406.25,-3.728905379288356
0,-1359.375,-3.6527214213238564
0,-1312.5,-3.5716570725794345
0,-1265.625,-3.485208044647646
0,-1218.75,-3.39279661976898
0,-1171.875,-3.2937576065933953
0,-1125.0,-3.1873209154096185
0,-1078.125,-3.0725897574946632
0,-1031.25,-2.948513121846578
0,-984.375,-2.813850684577987
0,-937.5,-2.6671275901660025
0,-890.625,-2.5065754976280914
0,-843.75,-2.3300547297471903
0,-796.875,-2.1349500079564248
0,-750.0,-1.918028611848742
0,-703.125,-1.675244033985237
0,-656.25,-1.4014588300196111
0,-609.375,-1.0900446941285287
0,-562.5,-0.7322907137811088
0,-515.625,-0.3165021953694902
0,-468.75,0.0
0,-421.875,0.0
0,-375.0,0.0
0,-328.125,0.0
0,-281.25,0.0
0,-234.375,0.0
0,-187.5,0.0
0,-140.625,0.0
0,-93.75,0.0
0,-46.875,0.0
1,0.0,0.0
1,46.875,0.0
1,93.75,0.0
1,140.625,0.0
1,187.5,0.0
1,234.375,0.0
1,281.25,0.0
1,328.125,0.0
1,375.0,0.0
1,421.875,0.0
1,468.75,0.0
1,515.625,-0.3165021953694902
1,562.5,-0.7322907137811088
1,609.375,-1.0900446941285287
1,656.25,-1.4014588300196111
1,703.125,-1.675244033985237
1,750.0,-1.918028611848742
1,796.875,-2.1349500079564248
1,843.75,-2.3300547297471903
1,890.625,-2.5065754976280914
1,937.5,-2.6671275901660025
1,984.375,-2.813850684577987
1,1031.25,-2.948513121846578
1,1078.125,-3.0725897574946632
1,1125.0,-3.1873209154096185
1,1171.875,-3.2937576065933953
1,1218.75,-3.39279661976898
1,1265.625,-3.485208044647646
1,1312.5,-3.5716570725794345
1,1359.375,-3.6527214213238564
1,1406.25,-3.728905379288356
1,1453.125,-3.8006512132848234
1,1500.0,-3.8683485018935846
1,1546.875,-3.9323418232423824
1,1593.75,-3.992937127329862
1,1640.625,-4.050407049230513
1,1687.5,-4.104995363816466
1,1734.375,-4.156920740215719
1,1781.25,-4.206379921660268
1,1828.125,-4.253550431179592
1,1875.0,-4.298592883955083
1,1921.875,-4.341652971737145
1,1968.75,-4.382863172550644
1,2015.625,-4.422344229236069
1,2062.5,-4.460206432635805
1,2109.375,-4.496550739013619
1,2156.25,-4.5314697462670654
1,2203.125,-4.565048549407607
1,2250.0,-4.597365492448972
1,2296.875,-4.628492831109977
1,2343.75,-4.658497318486038
1,2390.625,-4.68744072398095
1,2437.5,-4.7153802942437
1,2484.375,-4.742369163565618
1,2531.25,-4.768456720114228
1,2578.125,-4.793688933474197
1,2625.0,-4.818108648202397
1,2671.875,-4.841755847458871
1,2718.75,-4.864667890228208
1,2765.625,-4.886879725180474
1,2812.5,-4.908424083823701
1,2859.375,-4.9293316552603255
1,2906.25,-4.949631244568517
1,2953.125,-4.9693499165787465
1,3000.0,-4.988513126599839
1,3046.875,-5.0071448394619305
1,3093.75,-5.025267638081919
1,3140.625,-5.042902822616412
1,3187.5,-5.0600705011448355
1,3234.375,-5.076789672718659
1,3281.25,-5.093078303519379
1,3328.125,-5.108953396786225
1,3375.0,-5.124431057102851
1,3421.875,-5.139526549569174
1,3468.75,-5.154254354329064
1,3515.625,-5.168628216875495
1,3562.5,-5.182661194511489
1,3609.375,-5.196365699306781
1,3656.25,-5.2097535378561
1,3703.125,-5.222835948114754
1,3750.0,-5.235623633560218
1,3796.875,-5.248126794904536
1,3843.75,-5.260355159560859
1,3890.625,-5.272318009048365
1,3937.5,-5.284024204502641
1,3984.375,-5.295482210443288
1,4031.25,-5.306700116936688
1,4078.125,-5.317685660279544
1,4125.0,-5.328446242317607
1,4171.875,-5.3389889485039985
1,4218.75,-5.3493205647924595
1,4265.625,-5.359447593452691
1,4312.5,-5.369376267887541
1,4359.375,-5.379112566525099
1,4406.25,-5.388662225852696
1,4453.125,-5.398030752654297
1,4500.0,-5.40722343550777
1,4546.875,-5.416245355593969
1,4593.75,-5.425101396865436
1,4640.625,-5.433796255618756
1,4687.5,-5.442334449511142
1,4734.375,-5.450720326058731
1,4781.25,-5.458958070651151
1,4828.125,-5.467051714114348
1,4875.0,-5.475005139851223
1,4921.875,-5.48282209058746
1,4968.75,-5.490506174747882
1,5015.625,-5.498060872486853
1,5062.5,-5.505489541394522
1,5109.375,-5.512795421899142
1,5156.25,-5.519981642384287
1,5203.125,-5.527051224038432
1,5250.0,-5.534007085453177
1,5296.875,-5.540852046985229
1,5343.75,-5.547588834896277
1,5390.625,-5.554220085283882
1,5437.5,-5.5607483478156565
1,5484.375,-5.56717608927816
1,5531.25,-5.573505696951223
1,5578.125,-5.579739481817654
1,5625.0,-5.585879681617693
1,5671.875,-5.59192846375692
1,5718.75,-5.59788792807581
1,5765.625,-5.603760109488585
1,5812.5,-5.609546980498528
1,5859.375,-5.615250453596502
1,5906.25,-5.620872383548966
1,5953.125,-5.626414569581415
1,6000.0,-5.631878757462812
1,6046.875,-5.637266641496216
1,6093.75,-5.642579866420543
1,6140.625,-5.64782002922805
1,6187.5,-5.652988680901904
1,6234.375,-5.658087328077922
1,6281.25,-5.663117434634325
1,6328.125,-5.668080423213141
1,6375.0,-5.672977676676684
1,6421.875,-5.677810539502319
1,6468.75,-5.682580319118566
1,6515.625,-5.68728828718541
1,6562.5,-5.691935680821536
1,6609.375,-5.696523703781043
1,6656.25,-5.7010535275820615
1,6703.125,-5.705526292589561
1,6750.0,-5.709943109054517
1,6796.875,-5.714305058111479
1,6843.75,-5.718613192736485
1,6890.625,-5.722868538667152
1,6937.5,-5.727072095286687
1,6984.375,-5.731224836473459
1,7031.25,-5.735327711417706
1,7078.125,-5.739381645406844
1,7125.0,-5.743387540580795
1,7171.875,-5.747346276658656
1,7218.75,-5.751258711637995
1,7265.625,-5.755125682467946
1,7312.5,-5.758948005697279
1,7359.375,-5.7627264780985
1,7406.25,-5.766461877269035
1,7453.125,-5.770154962210463
1,7500.0,-5.773806473886747
1,7546.875,-5.777417135762335
1,7593.75,-5.780987654320988
1,7640.625,-5.78451871956613
1,7687.5,-5.788011005503499
1,7734.375,-5.791465170606818
1,7781.25,-5.7948818582671855
1,7828.125,-5.798261697226847
1,7875.0,-5.801605301997987
1,7921.875,-5.804913273267134
1,7968.75,-5.80818619828577
1,8015.625,-5.811424651247668
1,8062.5,-5.814629193653509
1,8109.375,-5.817800374663272
1,8156.25,-5.820938731436853
1,8203.125,-5.824044789463407
1,8250.0,-5.82711906287982
1,8296.875,-5.830162054778744
1,8343.75,-5.833174257506583
1,8390.625,-5.836156152951829
1,8437.5,-5.83910821282409
1,8484.375,-5.842030898924182
1,8531.25,-5.844924663405599
1,8578.125,-5.847789949027699
1,8625.0,-5.850627189400905
1,8671.875,-5.853436809224208
1,8718.75,-5.856219224515266
1,8765.625,-5.858974842833359
1,8812.5,-5.861704063495463
1,8859.375,-5.864407277785691
1,8906.25,-5.867084869158336
1,8953.125,-5.869737213434742
1,9000.0,-5.8723646789942325
1,9046.875,-5.874967626959289
1,9093.75,-5.877546411375198
1,9140.625,-5.880101379384346
1,9187.5,-5.882632871395358
1,9234.375,-5.885141221247254
1,9281.25,-5.8876267563687925
1,9328.125,-5.890089797933165
1,9375.0,-5.892530661008207
1,9421.875,-5.894949654702275
1,9468.75,-5.897347082305919
1,9515.625,-5.899723241429523
1,9562.5,-5.902078424137018
1,9609.375,-5.904412917075814
1,9656.25,-5.9067270016030715
1,9703.125,-5.909020953908436
1,9750.0,-5.911295045133342
1,9796.875,-5.913549541487012
1,9843.75,-5.915784704359246
1,9890.625,-5.918000790430107
1,9937.5,-5.920198051776613
1,9984.375,-5.922376735976511
1,10031.25,-5.9245370862092415
1,10078.125,-5.9266793413541885
1,10125.0,-5.92880373608627
1,10171.875,-5.93091050096899
1,10218.75,-5.932999862545001
1,10265.625,-5.935072043424281
1,10312.5,-5.937127262369967
1,10359.375,-5.939165734381952
1,10406.25,-5.941187670778285
1,10453.125,-5.943193279274457
1,10500.0,-5.945182764060637
1,10546.875,-5.947156325876908
1,10593.75,-5.9491141620865795
1,10640.625,-5.95105646674762
1,10687.5,-5.952983430682272
1,10734.375,-5.954895241544911
1,10781.25,-5.95679208388818
1,10828.125,-5.9586741392274725
1,10875.0,-5.9605415861037985
1,10921.875,-5.962394600145086
1,10968.75,-5.964233354125961
1,11015.625,-5.966058018026054
1,11062.5,-5.967868759086873
1,11109.375,-5.969665741867277
1,11156.25,-5.9714491282976105
1,11203.125,-5.973219077732509
1,11250.0,-5.855896655442184
1,11296.875,-5.579827226081351
1,11343.75,-5.309556440306514
1,11390.625,-5.045037910129759
1,11437.5,-4.786224118070985
1,11484.375,-4.533066397087996
1,11531.25,-4.285514914142064
1,11578.125,-4.043518657594207
1,11625.0,-3.8070254286038097
1,11671.875,-3.5759818366804073
1,11718.75,-3.3503332995102895
1,11765.625,-3.1300240471575833
1,11812.5,-2.914997130705032
1,11859.375,-2.7051944353748905
1,11906.25,-2.500556698138265
1,11953.125,-2.3010235297887025
1,-12000.0,-2.1065334414274997
1,-11953.125,-2.3010235297887025
1,-11906.25,-2.500556698138265
1,-11859.375,-2.7051944353748905
1,-11812.5,-2.914997130705032
1,-11765.625,-3.1300240471575833
1,-11718.75,-3.3503332995102895
1,-11671.875,-3.5759818366804073
1,-11625.0,-3.8070254286038097
1,-11578.125,-4.043518657594207
1,-11531.25,-4.285514914142064
1,-11484.375,-4.533066397087996
1,-11437.5,-4.786224118070985
1,-11390.625,-5.045037910129759
1,-11343.75,-5.309556440306514
1,-11296.875,-5.579827226081351
1,-11250.0,-5.855896655442184
1,-11203.125,-5.973219077732509
1,-11156.25,-5.9714491282976105
1,-11109.375,-5.969665741867277
1,-11062.5,-5.967868759086873
1,-11015.625,-5.966058018026054
1,-10968.75,-5.964233354125961
1,-10921.875,-5.962394600145086
1,-10875.0,-5.9605415861037985
1,-10828.125,-5.9586741392274725
1,-10781.25,-5.95679208388818
1,-10734.375,-5.954895241544911
1,-10687.5,-5.952983430682272
1,-10640.625,-5.95105646674762
1,-10593.75,-5.9491141620865795
1,-10546.875,-5.947156325876908
1,-10500.0,-5.945182764060637
1,-10453.125,-5.943193279274457
1,-10406.25,-5.941187670778285
1,-10359.375,-5.939165734381952
1,-10312.5,-5.937127262369967
1,-10265.625,-5.935072043424281
1,-10218.75,-5.932999862545001
1,-10171.875,-5.93091050096899
1,-10125.0,-5.92880373608627
1,-10078.125,-5.9266793413541885
1,-10031.25,-5.9245370862092415
1,-9984.375,-5.922376735976511
1,-9937.5,-5.920198051776613
1,-9890.625,-5.918000790430107
1,-9843.75,-5.915784704359246
1,-9796.875,-5.913549541487012
1,-9750.0,-5.911295045133342
1,-9703.125,-5.909020953908436
1,-9656.25,-5.9067270016030715
1,-9609.375,-5.904412917075814
1,-9562.5,-5.902078424137018
1,-9515.625,-5.899723241429523
1,-9468.75,-5.897347082305919
1,-9421.875,-5.894949654702275
1,-9375.0,-5.892530661008207
1,-9328.125,-5.890089797933165
1,-9281.25,-5.8876267563687925
1,-9234.375,-5.885141221247254
1,-9187.5,-5.882632871395358
1,-9140.625,-5.880101379384346
1,-9093.75,-5.877546411375198
1,-9046.875,-5.874967626959289
1,-9000.0,-5.8723646789942325
1,-8953.125,-5.869737213434742
1,-8906.25,-5.867084869158336
1,-8859.375,-5.864407277785691
1,-8812.5,-5.861704063495463
1,-8765.625,-5.858974842833359
1,-8718.75,-5.856219224515266
1,-8671.875,-5.853436809224208
1,-8625.0,-5.850627189400905
1,-8578.125,-5.847789949027699
1,-8531.25,-5.844924663405599
1,-8484.375,-5.842030898924182
1,-8437.5,-5.83910821282409
1,-8390.625,-5.836156152951829
1,-8343.75,-5.833174257506583
1,-8296.875,-5.830162054778744
1,-8250.0,-5.82711906287982
1,-8203.125,-5.824044789463407
1,-8156.25,-5.820938731436853
1,-8109.375,-5.817800374663272
1,-8062.5,-5.814629193653509
1,-8015.625,-5.811424651247668
1,-7968.75,-5.80818619828577
1,-7921.875,-5.804913273267134
1,-7875.0,-5.801605301997987
