frame_index,critical_band,energy,lower_freq,upper_freq
10,11,6.8654428225157265,354.8133892335755,398.1071705534973
10,12,1.0179830232281621,398.1071705534973,446.6835921509632
10,13,-2.979247539232231,446.6835921509632,501.18723362727235
10,14,-3.149967634014107,501.18723362727235,562.3413251903492
10,15,-12.752606559800949,562.3413251903492,630.9573444801933
10,16,-12.511269037877097,630.9573444801933,707.945784384138
10,17,-13.753423897871377,707.945784384138,794.3282347242816
10,18,-10.235290123097517,794.3282347242816,891.2509381337455
10,19,-16.081880970581672,891.2509381337455,1000.0
10,20,-31.9251533342304,1000.0,1011.5794542598987
10,21,-21.42822451131718,1011.5794542598987,1011.5794542598987
10,22,-27.055150676135558,1011.5794542598987,1011.5794542598987
10,23,-80.0,1011.5794542598987,1011.5794542598987
10,24,0.0,1011.5794542598987,12000.0
11,0,-15.716432814994407,0.0,100.0
11,1,7.967753191368022,100.0,125.89254117941672
11,2,6.400215019668385,125.89254117941672,141.25375446227542
11,3,4.820564472048257,141.25375446227542,158.48931924611136
11,4,5.927550248683293,158.48931924611136,177.82794100389228
11,5,5.337465822814247,177.82794100389228,199.526231496888
11,6,-11.862990959058465,199.526231496888,223.87211385683398
11,7,-14.389659035490833,223.87211385683398,251.188643150958
11,8,-14.409598093472145,251.188643150958,281.83829312644536
11,9,-15.46697241422506,281.83829312644536,316.22776601683796
11,10,-13.154271373628564,316.22776601683796,354.8133892335755
11,11,-5.346842941331024,354.8133892335755,398.1071705534973
11,12,3.513123150778321,398.1071705534973,446.6835921509632
11,13,3.3800590733421325,446.6835921509632,501.18723362727235
11,14,0.16146841127336856,501.18723362727235,562.3413251903492
11,15,-13.25035385926945,562.3413251903492,630.9573444801933
11,16,-11.592093029690968,630.9573444801933,707.945784384138
11,17,-13.436584329893673,707.945784384138,794.3282347242816
11,18,-12.28475822352964,794.3282347242816,891.2509381337455
11,19,-15.627409082610972,891.2509381337455,1000.0
11,20,-32.22819981135165,1000.0,1011.5794542598987
11,21,-18.520320227525737,1011.5794542598987,1011.5794542598987
11,22,-26.20584374961315,1011.5794542598987,1011.5794542598987
11,23,-79.94297743091627,1011.5794542598987,1011.5794542598987
11,24,0.0,1011.5794542598987,12000.0
12,0,-9.619503283680682,0.0,100.0
12,1,5.154966869600015,100.0,125.89254117941672
12,2,3.106453998016765,125.89254117941672,141.25375446227542
12,3,5.107863730407283,141.25375446227542,158.48931924611136
12,4,7.0983096994682455,158.48931924611136,177.82794100389228
12,5,-2.6251144686753674,177.82794100389228,199.526231496888
12,6,-8.736948622802466,199.526231496888,223.87211385683398
12,7,-4.856687714663772,223.87211385683398,251.188643150958
12,8,-2.535324581454834,251.188643150958,281.83829312644536
12,9,-2.1886887228305225,281.83829312644536,316.22776601683796
12,10,8.173754856193904,316.22776601683796,354.8133892335755
12,11,11.250979817222998,354.8133892335755,398.1071705534973
12,12,-1.909511793867607,398.1071705534973,446.6835921509632
12,13,-6.145552250605678,446.6835921509632,501.18723362727235
12,14,-7.160212616896654,501.18723362727235,562.3413251903492
12,15,-11.56069875957736,562.3413251903492,630.9573444801933
12,16,-7.006586432736018,630.9573444801933,707.945784384138
12,17,-1.2677602687774088,707.945784384138,794.3282347242816
12,18,-20.382895626875243,794.3282347242816,891.2509381337455
12,19,-10.881659105590998,891.2509381337455,1000.0
12,20,-10.93410999545041,1000.0,1011.5794542598987
12,21,-11.987682728358667,1011.5794542598987,1011.5794542598987
12,22,-10.760825161861987,1011.5794542598987,1011.5794542598987
12,23,-80.0,1011.5794542598987,1011.5794542598987
12,24,0.0,1011.5794542598987,12000.0
13,0,-27.851357876827798,0.0,100.0
13,1,-0.6005490003634697,100.0,125.89254117941672
13,2,2.4470794884050386,125.89254117941672,141.25375446227542
13,3,2.503411879566586,141.25375446227542,158.48931924611136
13,4,6.775768260427977,158.48931924611136,177.82794100389228
13,5,2.0601554138388485,177.82794100389228,199.526231496888
13,6,-8.923642454993661,199.526231496888,223.87211385683398
13,7,-6.374149444724261,223.87211385683398,251.188643150958
13,8,-1.4362523741841966,251.188643150958,281.83829312644536
13,9,-12.736224385787283,281.83829312644536,316.22776601683796
13,10,-17.389912622211845,316.22776601683796,354.8133892335755
13,11,-23.33223837205623,354.8133892335755,398.1071705534973
13,12,-25.10799170470351,398.1071705534973,446.6835921509632
13,13,-14.929489823506461,446.6835921509632,501.18723362727235
13,14,-26.126787255887486,501.18723362727235,562.3413251903492
13,15,-26.812755217849276,562.3413251903492,630.9573444801933
13,16,-19.470555772033116,630.9573444801933,707.945784384138
13,17,-27.083112324121377,707.945784384138,794.3282347242816
13,18,-40.88090278471684,794.3282347242816,891.2509381337455
13,19,-36.91438928459575,891.2509381337455,1000.0
13,20,-44.58545786352728,1000.0,1011.5794542598987
13,21,-37.27283634446251,1011.5794542598987,1011.5794542598987
13,22,-34.35250149322729,1011.5794542598987,1011.5794542598987
13,23,-80.0,1011.5794542598987,1011.5794542598987
13,24,0.0,1011.5794542598987,12000.0
14,0,-29.7738024646211,0.0,100.0
14,1,-2.726502974433162,100.0,125.89254117941672
14,2,1.1122490807996157,125.89254117941672,141.25375446227542
14,3,5.313419976336297,141.25375446227542,158.48931924611136
14,4,3.405921870485214,158.48931924611136,177.82794100389228
14,5,-0.48143502801329185,177.82794100389228,199.526231496888
14,6,-8.39875697172603,199.526231496888,223.87211385683398
14,7,-3.8193251626759874,223.87211385683398,251.188643150958
14,8,-1.6173467301783737,251.188643150958,281.83829312644536
14,9,-20.16900017465868,281.83829312644536,316.22776601683796
14,10,-22.940881655805615,316.22776601683796,354.8133892335755
14,11,-27.846311713766138,354.8133892335755,398.1071705534973
14,12,-27.182019707742853,398.1071705534973,446.6835921509632
14,13,-17.35060299696617,446.6835921509632,501.18723362727235
14,14,-25.140365253641768,501.18723362727235,562.3413251903492
14,15,-22.586192259544376,562.3413251903492,630.9573444801933
14,16,-23.32970593373539,630.9573444801933,707.945784384138
14,17,-33.50139478598942,707.945784384138,794.3282347242816
14,18,-45.05172011725194,794.3282347242816,891.2509381337455
14,19,-40.446059226907416,891.2509381337455,1000.0
14,20,-46.1950017011748,1000.0,1011.5794542598987
14,21,-46.45042075987877,1011.5794542598987,1011.5794542598987
14,22,-39.196784374967216,1011.5794542598987,1011.5794542598987
14,23,-80.0,1011.5794542598987,1011.5794542598987
14,24,0.0,1011.5794542598987,12000.0
15,0,-27.93476500840763,0.0,100.0
15,1,-4.660080800936425,100.0,125.89254117941672
15,2,-1.3964862360178065,125.89254117941672,141.25375446227542
15,3,-1.461893725215979,141.25375446227542,158.48931924611136
15,4,8.39638082881456,158.48931924611136,177.82794100389228
15,5,-4.96757566281468,177.82794100389228,199.526231496888
15,6,-14.050081410967085,199.526231496888,223.87211385683398
15,7,-10.604065057560149,223.87211385683398,251.188643150958
15,8,-2.9102397762890586,251.188643150958,281.83829312644536
15,9,-5.635725289659223,281.83829312644536,316.22776601683796
15,10,-18.944793676058453,316.22776601683796,354.8133892335755
15,11,-22.812022343897254,354.8133892335755,398.1071705534973
15,12,-25.293550673823802,398.1071705534973,446.6835921509632
15,13,-12.862606799772745,446.6835921509632,501.18723362727235
15,14,-20.1443281505353,501.18723362727235,562.3413251903492
15,15,-22.903688973910867,562.3413251903492,630.9573444801933
15,16,-15.349622776159457,630.9573444801933,707.945784384138
15,17,-26.494286396232237,707.945784384138,794.3282347242816
15,18,-37.20144406539915,794.3282347242816,891.2509381337455
15,19,-34.82568061359314,891.2509381337455,1000.0
15,20,-47.192233122732354,1000.0,1011.5794542598987
15,21,-52.33591852903251,1011.5794542598987,1011.5794542598987
15,22,-40.589939519965725,1011.5794542598987,1011.5794542598987
15,23,-80.0,1011.5794542598987,1011.5794542598987
15,24,0.0,1011.5794542598987,12000.0
16,0,-0.4005383585963312,0.0,100.0
16,1,8.425224402397864,100.0,125.89254117941672
16,2,5.489954817858883,125.89254117941672,141.25375446227542
16,3,-1.0641955950434698,141.25375446227542,158.48931924611136
16,4,5.362503763549907,158.48931924611136,177.82794100389228
16,5,-11.781583353407095,177.82794100389228,199.526231496888
16,6,-17.49284922174808,199.526231496888,223.87211385683398
16,7,-15.85574683197917,223.87211385683398,251.188643150958
16,8,-12.281180570876666,251.188643150958,281.83829312644536
16,9,-2.548364784506873,281.83829312644536,316.22776601683796
16,10,-13.885214239688167,316.22776601683796,354.8133892335755
16,11,-19.369056231340505,354.8133892335755,398.1071705534973
16,12,-24.500739663805582,398.1071705534973,446.6835921509632
16,13,-17.056676532879926,446.6835921509632,501.18723362727235
16,14,-19.139112792626264,501.18723362727235,562.3413251903492
16,15,-32.07362433942801,562.3413251903492,630.9573444801933
16,16,-16.78896911562416,630.9573444801933,707.945784384138
16,17,-23.83162026640452,707.945784384138,794.3282347242816
16,18,-37.88576836682503,794.3282347242816,891.2509381337455
16,19,-34.28931345372182,891.2509381337455,1000.0
16,20,-48.23182719441634,1000.0,1011.5794542598987
16,21,-45.27175706539428,1011.5794542598987,1011.5794542598987
16,22,-39.005484720940984,1011.5794542598987,1011.5794542598987
16,23,-80.0,1011.5794542598987,1011.5794542598987
16,24,0.0,1011.5794542598987,12000.0
17,0,-21.316127901901893,0.0,100.0
17,1,-9.866018272935714,100.0,125.89254117941672
17,2,-17.976262359777493,125.89254117941672,141.25375446227542
17,3,-8.996953914501594,141.25375446227542,158.48931924611136
17,4,-3.2580457523886297,158.48931924611136,177.82794100389228
17,5,-9.661681071853588,177.82794100389228,199.526231496888
17,6,-14.900280644812883,199.526231496888,223.87211385683398
17,7,-7.889127224822985,223.87211385683398,251.188643150958
17,8,-5.504524136745177,251.188643150958,281.83829312644536
17,9,-3.9783639359171215,281.83829312644536,316.22776601683796
17,10,4.930015722937274,316.22776601683796,354.8133892335755
17,11,8.465075035715593,354.8133892335755,398.1071705534973
17,12,-7.014109971309436,398.1071705534973,446.6835921509632
17,13,-14.688123279011545,446.6835921509632,501.18723362727235
17,14,-15.73853256569505,501.18723362727235,562.3413251903492
17,15,-14.987193020272176,562.3413251903492,630.9573444801933
17,16,-11.851685191341588,630.9573444801933,707.945784384138
17,17,-5.393285759449523,707.945784384138,794.3282347242816
17,18,-21.788445722504896,794.3282347242816,891.2509381337455
17,19,-9.35178229099691,891.2509381337455,1000.0
17,20,-10.207488311625958,1000.0,1011.5794542598987
17,21,-12.238841860316303,1011.5794542598987,1011.5794542598987
17,22,-15.36696343581908,1011.5794542598987,1011.5794542598987
17,23,-79.55157312843218,1011.5794542598987,1011.5794542598987
17,24,0.0,1011.5794542598987,12000.0
18,0,-19.698425477709666,0.0,100.0
18,1,7.438588556149038,100.0,125.89254117941672
18,2,4.025827096481821,125.89254117941672,141.25375446227542
18,3,4.209628310227643,141.25375446227542,158.48931924611136
18,4,1.169565412329455,158.48931924611136,177.82794100389228
18,5,-13.235119388951142,177.82794100389228,199.526231496888
18,6,-21.458216764092718,199.526231496888,223.87211385683398
18,7,-20.308435383732544,223.87211385683398,251.188643150958
18,8,-19.508794650521043,251.188643150958,281.83829312644536
18,9,-13.042132212736552,281.83829312644536,316.22776601683796
18,10,-7.423914785673508,316.22776601683796,354.8133892335755
18,11,-15.30168878348545,354.8133892335755,398.1071705534973
18,12,-21.543765668908552,398.1071705534973,446.6835921509632
18,13,-21.415730617981346,446.6835921509632,501.18723362727235
18,14,-15.906594056846304,501.18723362727235,562.3413251903492
18,15,-30.167502538658507,562.3413251903492,630.9573444801933
18,16,-18.494448581004125,630.9573444801933,707.945784384138
18,17,-27.283517901017223,707.945784384138,794.3282347242816
18,18,-31.728168226574866,794.3282347242816,891.2509381337455
18,19,-28.30680124162145,891.2509381337455,1000.0
18,20,-31.134125615622924,1000.0,1011.5794542598987
18,21,-28.085153240142567,1011.5794542598987,1011.5794542598987
18,22,-30.343064373276647,1011.5794542598987,1011.5794542598987
18,23,-80.0,1011.5794542598987,1011.5794542598987
18,24,0.0,1011.5794542598987,12000.0
19,0,-32.117214419306165,0.0,100.0
19,1,1.2687534704508359,100.0,125.89254117941672
19,2,6.474058266298078,125.89254117941672,141.25375446227542
19,3,-1.3328405531929084,141.25375446227542,158.48931924611136
19,4,-0.22836084829160463,158.48931924611136,177.82794100389228
19,5,-13.056894129980922,177.82794100389228,199.526231496888
19,6,-20.54574484684921,199.526231496888,223.87211385683398
19,7,-23.26989522141513,223.87211385683398,251.188643150958
19,8,-21.561555679353447,251.188643150958,281.83829312644536
19,9,-11.448563417661546,281.83829312644536,316.22776601683796
19,10,-14.360138816561495,316.22776601683796,354.8133892335755
19,11,-22.195212230713622,354.8133892335755,398.1071705534973
19,12,-25.393155010058123,398.1071705534973,446.6835921509632
19,13,-23.08425287696034,446.6835921509632,501.18723362727235
19,14,-13.724971189176165,501.18723362727235,562.3413251903492
19,15,-30.33006542242906,562.3413251903492,630.9573444801933
19,16,-18.063584614047187,630.9573444801933,707.945784384138
19,17,-30.76767818397643,707.945784384138,794.3282347242816
19,18,-38.9873373363623,794.3282347242816,891.2509381337455
19,19,-34.97790118399845,891.2509381337455,1000.0
19,20,-43.48834316230578,1000.0,1011.5794542598987
19,21,-33.045436076540206,1011.5794542598987,1011.5794542598987
19,22,-33.61530837462183,1011.5794542598987,1011.5794542598987
19,23,-80.0,1011.5794542598987,1011.5794542598987
19,24,0.0,1011.5794542598987,12000.0
