Metric,Original,Quantized_16bit
peak,0.6756110787391663,0.999969482421875
rms,0.0862998366355896,0.1277359426021576
crest_factor,7.828648408594412,7.8284111899212965
dynamic_range,189.19558715820312,90.30870056152344
mean,-5.64398942515254e-06,-8.344181878783274e-06
std,0.0862998366355896,0.1277359426021576
skewness,1.3572536706924438,1.3572502136230469
kurtosis,6.6368513107299805,6.636837005615234
dominant_frequency,304.6875,304.6875
spectral_centroid,698.0257100530292,698.0253148138712
